empleado_id,fecha,hora_inicio,hora_fin,tipo_turno,ubicacion,notas
E101,2025-01-05,01:25,09:25,Libre,Oficina Remota,
E054,2024-07-31,16:25,23:25,Tarde,Oficina Central,
E147,2024-09-10,11:12,17:12,Mañana,Planta de Producción,
E141,2025-04-15,05:14,11:14,Noche,Oficina Central,
E130,2024-08-04,05:46,12:46,Noche,Oficina Central,Ipsam eos quos laudantium.
E050,2025-01-18,06:54,13:54,Noche,Oficina Central,
E054,2024-07-14,20:27,03:27,Tarde,Oficina Remota,
E111,2025-01-25,23:56,05:56,Noche,Oficina Remota,
E094,2024-06-28,18:42,02:42,Mañana,Almacén,
E039,2025-01-31,23:42,07:42,Noche,Oficina Central,
E008,2024-08-02,04:58,12:58,Tarde,Oficina Central,
E078,2024-09-22,02:23,10:23,Tarde,Almacén,
E042,2024-10-01,02:13,08:13,Noche,Almacén,
E082,2025-03-13,19:21,01:21,Tarde,Almacén,
E030,2025-01-03,20:29,04:29,Noche,Oficina Remota,
E015,2024-08-11,19:38,01:38,Libre,Almacén,
E017,2024-07-18,03:54,10:54,Tarde,Oficina Remota,
E046,2024-10-23,01:15,08:15,Noche,Almacén,
E047,2025-02-09,21:53,04:53,Libre,Almacén,
E012,2024-10-03,09:51,17:51,Noche,Planta de Producción,
E031,2024-05-12,11:15,19:15,Tarde,Almacén,
E139,2024-06-14,22:45,05:45,Libre,Oficina Central,
E139,2025-01-30,07:44,15:44,Noche,Almacén,In suscipit explicabo.
E111,2024-07-22,07:23,15:23,Libre,Oficina Central,
E138,2024-09-17,12:05,20:05,Tarde,Planta de Producción,
E058,2024-06-20,17:16,01:16,Mañana,Planta de Producción,
E124,2024-06-25,16:25,22:25,Libre,Oficina Central,
E059,2025-01-01,21:49,04:49,Libre,Oficina Central,
E125,2024-11-05,00:35,08:35,Mañana,Oficina Remota,
E010,2024-11-13,09:08,17:08,Noche,Oficina Remota,
E117,2024-05-28,10:50,18:50,Noche,Almacén,
E123,2024-09-06,10:16,17:16,Mañana,Oficina Remota,
E068,2024-05-07,20:59,03:59,Tarde,Planta de Producción,Alias dolores consequatur ex.
E141,2025-03-30,02:22,10:22,Mañana,Almacén,
E073,2024-07-10,14:06,22:06,Mañana,Oficina Remota,
E031,2024-06-25,08:31,16:31,Mañana,Oficina Remota,
E001,2024-09-02,09:47,17:47,Tarde,Oficina Remota,
E125,2025-01-27,19:25,02:25,Tarde,Almacén,
E148,2024-05-07,10:38,16:38,Mañana,Almacén,
E099,2024-08-20,18:39,02:39,Noche,Oficina Remota,
E141,2024-09-08,13:47,20:47,Libre,Oficina Central,
E044,2024-07-04,14:42,22:42,Tarde,Oficina Central,
E113,2024-12-02,18:34,01:34,Libre,Oficina Remota,
E111,2024-12-27,11:45,17:45,Noche,Almacén,
E096,2024-11-23,04:34,12:34,Tarde,Oficina Central,
E052,2024-06-13,23:08,06:08,Mañana,Almacén,
E112,2025-03-12,11:13,17:13,Tarde,Oficina Remota,
E080,2025-03-27,13:33,20:33,Libre,Almacén,
E049,2024-09-06,19:55,03:55,Tarde,Almacén,
E026,2025-03-09,10:30,18:30,Tarde,Oficina Remota,
E025,2025-01-13,02:25,08:25,Tarde,Oficina Central,
E069,2025-01-06,23:06,06:06,Libre,Planta de Producción,
E019,2025-02-22,01:00,08:00,Noche,Planta de Producción,
E137,2024-12-12,00:24,06:24,Libre,Almacén,
E009,2024-10-08,19:01,01:01,Noche,Almacén,
E146,2024-11-03,21:47,05:47,Noche,Oficina Central,
E040,2024-06-05,12:57,19:57,Libre,Planta de Producción,
E023,2025-02-26,15:08,23:08,Tarde,Planta de Producción,
E102,2024-05-18,04:07,12:07,Noche,Oficina Central,
E016,2024-12-09,16:02,23:02,Noche,Planta de Producción,
E011,2025-04-06,01:43,07:43,Mañana,Oficina Central,
E026,2024-10-11,19:35,01:35,Tarde,Oficina Central,
E111,2024-10-30,22:54,06:54,Tarde,Planta de Producción,
E100,2024-12-27,08:47,14:47,Noche,Planta de Producción,
E033,2025-01-14,04:42,11:42,Noche,Planta de Producción,
E106,2024-11-09,19:17,02:17,Mañana,Oficina Central,
E051,2024-05-07,06:13,13:13,Tarde,Oficina Remota,
E079,2024-05-07,11:56,17:56,Tarde,Almacén,Laborum iure exercitationem fugit.
E092,2025-02-20,16:21,00:21,Libre,Almacén,
E141,2024-09-17,04:23,11:23,Tarde,Almacén,
E141,2024-08-26,21:21,05:21,Libre,Oficina Central,
E024,2024-10-18,23:53,05:53,Tarde,Oficina Central,
E010,2024-11-28,01:13,09:13,Mañana,Oficina Remota,
E068,2024-06-04,13:38,19:38,Mañana,Planta de Producción,
E076,2025-03-19,22:36,05:36,Libre,Planta de Producción,
E085,2024-10-22,10:53,17:53,Tarde,Planta de Producción,
E082,2025-04-20,05:32,13:32,Noche,Oficina Central,
E034,2025-02-16,22:42,04:42,Tarde,Almacén,
E097,2025-01-22,23:03,06:03,Libre,Planta de Producción,
E018,2025-04-18,15:07,21:07,Libre,Oficina Central,Quisquam suscipit totam veritatis.
E082,2024-09-02,03:49,09:49,Noche,Almacén,
E059,2024-10-20,15:29,22:29,Tarde,Planta de Producción,
E086,2024-05-02,08:28,15:28,Noche,Planta de Producción,
E118,2025-01-10,00:40,06:40,Libre,Almacén,
E074,2024-08-25,00:22,07:22,Tarde,Almacén,
E144,2024-10-07,01:39,08:39,Noche,Oficina Central,
E081,2025-04-11,06:13,14:13,Tarde,Oficina Remota,
E088,2025-01-16,16:26,22:26,Noche,Oficina Remota,
E106,2025-03-31,04:07,11:07,Mañana,Planta de Producción,
E040,2024-06-04,12:01,19:01,Libre,Oficina Central,
E088,2024-10-28,05:35,12:35,Libre,Oficina Central,Eligendi eos nesciunt iure quas.
E013,2024-06-07,19:00,01:00,Mañana,Planta de Producción,
E109,2025-03-27,04:16,11:16,Noche,Oficina Central,
E115,2024-08-05,22:57,05:57,Noche,Almacén,
E017,2024-08-21,01:01,07:01,Noche,Planta de Producción,
E054,2024-05-27,07:58,15:58,Noche,Planta de Producción,
E050,2025-01-21,10:41,18:41,Mañana,Planta de Producción,
E116,2024-10-27,23:22,05:22,Mañana,Oficina Central,Minus vitae ipsum.
E028,2025-01-03,22:56,06:56,Libre,Oficina Central,
E135,2025-01-21,16:15,23:15,Mañana,Oficina Remota,
E002,2024-11-02,02:43,08:43,Mañana,Almacén,
E099,2024-09-02,05:05,12:05,Mañana,Almacén,
E142,2024-05-22,07:58,15:58,Mañana,Almacén,
E053,2024-10-06,15:00,22:00,Tarde,Almacén,Architecto doloremque nulla distinctio.
E032,2024-07-30,02:33,09:33,Libre,Oficina Central,
E109,2024-08-29,06:29,13:29,Libre,Planta de Producción,
E003,2024-11-25,04:22,11:22,Mañana,Oficina Remota,
E047,2025-03-21,11:25,19:25,Noche,Oficina Central,
E126,2024-07-25,05:24,11:24,Tarde,Oficina Remota,
E016,2024-06-13,12:52,20:52,Libre,Oficina Central,
E103,2024-07-07,03:14,09:14,Mañana,Oficina Central,
E149,2024-11-13,19:01,02:01,Tarde,Planta de Producción,
E017,2025-03-29,18:03,02:03,Mañana,Oficina Remota,
E067,2024-09-11,01:17,08:17,Mañana,Almacén,
E062,2024-11-04,06:16,12:16,Noche,Planta de Producción,
E119,2024-09-08,02:19,10:19,Noche,Planta de Producción,
E130,2024-08-21,18:14,01:14,Mañana,Oficina Remota,
E133,2024-09-26,00:13,06:13,Mañana,Oficina Central,
E059,2025-01-10,13:58,21:58,Noche,Planta de Producción,
E150,2024-08-15,16:24,22:24,Libre,Oficina Remota,Facere recusandae numquam aspernatur.
E003,2024-05-18,10:55,17:55,Mañana,Planta de Producción,
E005,2024-09-16,06:06,13:06,Mañana,Planta de Producción,Ea quasi accusantium doloremque perferendis cupiditate.
E092,2025-03-22,18:33,02:33,Mañana,Oficina Remota,
E061,2024-05-13,23:24,06:24,Mañana,Almacén,Sequi accusamus et.
E074,2024-10-18,00:58,06:58,Mañana,Oficina Central,Voluptatum eveniet nulla officiis.
E092,2024-09-24,01:02,07:02,Tarde,Oficina Central,
E079,2024-08-07,21:20,04:20,Mañana,Almacén,
E112,2024-08-06,10:36,18:36,Libre,Oficina Central,Fugit vero tempore optio totam.
E032,2025-03-03,14:43,22:43,Tarde,Planta de Producción,
E048,2024-10-26,01:14,09:14,Libre,Oficina Remota,
E147,2024-07-13,19:37,02:37,Tarde,Oficina Remota,
E113,2024-11-14,01:38,07:38,Noche,Oficina Central,
E121,2024-05-01,04:35,11:35,Mañana,Oficina Remota,
E136,2025-02-07,01:17,08:17,Noche,Oficina Remota,Pariatur velit tempore facere voluptates sapiente.
E124,2024-04-26,12:12,18:12,Tarde,Oficina Central,
E090,2024-10-30,18:54,00:54,Noche,Planta de Producción,
E131,2025-01-08,03:29,10:29,Tarde,Planta de Producción,
E013,2024-06-19,11:53,19:53,Noche,Almacén,
E113,2025-02-07,03:11,10:11,Mañana,Oficina Remota,
E074,2024-04-25,15:49,22:49,Noche,Planta de Producción,
E073,2024-07-21,03:50,10:50,Tarde,Oficina Remota,Odio at quia assumenda laboriosam.
E023,2025-03-17,05:21,11:21,Noche,Oficina Remota,
E013,2024-07-09,02:42,08:42,Noche,Oficina Remota,
E042,2024-09-09,19:05,01:05,Noche,Oficina Remota,
E133,2024-12-20,17:55,23:55,Noche,Oficina Remota,
E070,2024-11-29,23:59,07:59,Mañana,Planta de Producción,
E135,2024-04-25,04:03,10:03,Tarde,Planta de Producción,
E147,2025-03-31,10:50,17:50,Libre,Planta de Producción,
E014,2024-07-16,05:30,12:30,Mañana,Oficina Remota,
E006,2024-11-13,23:26,06:26,Mañana,Almacén,
E146,2024-09-15,12:32,19:32,Tarde,Oficina Remota,
E081,2024-05-27,21:47,04:47,Tarde,Oficina Central,
E086,2025-04-05,19:19,03:19,Noche,Oficina Remota,
E063,2024-09-19,12:28,18:28,Noche,Oficina Central,
E019,2024-08-14,07:02,15:02,Noche,Planta de Producción,
E071,2024-09-29,18:53,00:53,Noche,Planta de Producción,
E090,2025-03-01,09:28,16:28,Tarde,Planta de Producción,
E123,2024-08-04,06:47,13:47,Noche,Oficina Remota,
E041,2025-04-07,02:04,09:04,Mañana,Oficina Central,
E108,2025-01-02,11:29,18:29,Libre,Oficina Central,
E040,2024-08-30,18:01,02:01,Libre,Oficina Remota,
E031,2025-02-25,09:51,15:51,Noche,Oficina Remota,
E056,2025-02-01,08:30,15:30,Noche,Almacén,
E083,2024-10-24,11:03,19:03,Noche,Oficina Central,
E030,2024-11-19,15:32,23:32,Libre,Almacén,
E061,2024-09-03,20:32,03:32,Tarde,Almacén,
E068,2024-11-15,08:47,15:47,Noche,Oficina Remota,
E113,2025-01-03,08:17,16:17,Noche,Almacén,
E026,2025-02-16,13:11,20:11,Mañana,Oficina Central,
E125,2024-12-16,22:43,04:43,Libre,Oficina Central,
E090,2024-06-21,06:56,13:56,Mañana,Oficina Central,
E117,2025-04-10,03:51,09:51,Tarde,Planta de Producción,
E056,2025-02-10,05:17,12:17,Tarde,Oficina Central,
E030,2024-04-29,15:42,21:42,Mañana,Planta de Producción,
E008,2025-03-15,06:09,14:09,Noche,Almacén,
E065,2025-02-10,20:57,03:57,Mañana,Almacén,
E012,2024-09-26,10:42,18:42,Libre,Almacén,
E021,2025-03-27,16:35,22:35,Tarde,Oficina Remota,
E090,2025-04-11,12:49,18:49,Noche,Oficina Central,Optio assumenda quas sed.
E013,2024-06-24,07:06,14:06,Libre,Almacén,
E033,2025-04-03,02:33,10:33,Mañana,Planta de Producción,
E094,2024-07-19,09:18,15:18,Libre,Oficina Remota,
E057,2025-02-27,07:23,13:23,Libre,Oficina Remota,
E040,2024-12-13,18:12,02:12,Libre,Oficina Remota,
E093,2024-10-28,15:59,23:59,Noche,Oficina Remota,
E069,2024-12-26,07:01,15:01,Noche,Planta de Producción,
E072,2024-10-02,03:21,11:21,Noche,Planta de Producción,
E042,2025-04-02,06:44,13:44,Libre,Planta de Producción,
E050,2024-06-08,14:36,20:36,Libre,Planta de Producción,Voluptatibus aut occaecati fugit.
E076,2024-10-24,04:28,10:28,Libre,Almacén,Exercitationem sapiente reprehenderit.
E040,2024-11-16,11:49,19:49,Tarde,Oficina Central,
E030,2024-12-17,07:31,14:31,Tarde,Oficina Remota,
E130,2025-04-05,07:32,14:32,Tarde,Almacén,Consectetur laboriosam inventore.
E088,2025-02-25,21:24,05:24,Tarde,Almacén,
E109,2025-01-06,13:55,21:55,Tarde,Oficina Remota,
E137,2024-09-04,02:46,09:46,Tarde,Almacén,
E109,2025-02-06,09:48,16:48,Mañana,Oficina Central,
E053,2024-12-09,06:48,14:48,Libre,Oficina Remota,
E123,2024-11-25,11:29,17:29,Tarde,Oficina Remota,
E078,2024-05-24,14:59,21:59,Noche,Almacén,
E080,2024-12-11,21:07,03:07,Tarde,Oficina Central,
E012,2024-10-04,16:04,00:04,Mañana,Oficina Remota,Quasi ratione perferendis optio.
E088,2024-04-22,13:06,20:06,Libre,Oficina Remota,
E071,2024-11-19,13:33,19:33,Noche,Oficina Central,Dolore doloribus porro natus soluta.
E093,2025-01-18,17:00,23:00,Libre,Planta de Producción,
E018,2024-12-23,03:42,09:42,Libre,Planta de Producción,
E065,2024-11-28,13:06,20:06,Mañana,Almacén,
E039,2024-11-03,13:44,19:44,Mañana,Planta de Producción,
E084,2024-12-04,01:24,07:24,Noche,Planta de Producción,
E099,2024-09-30,12:57,18:57,Libre,Almacén,
E014,2024-07-14,16:47,00:47,Noche,Oficina Remota,
E097,2024-08-19,17:55,01:55,Tarde,Oficina Remota,
E147,2025-01-18,05:03,11:03,Libre,Planta de Producción,
E094,2024-11-03,11:17,18:17,Tarde,Almacén,
E074,2024-10-14,08:34,16:34,Tarde,Planta de Producción,
E030,2024-07-15,10:57,17:57,Libre,Almacén,Dignissimos voluptas ex doloribus est.
E038,2024-09-13,02:19,10:19,Mañana,Oficina Central,
E012,2024-12-24,08:33,15:33,Libre,Planta de Producción,
E022,2024-11-18,11:05,19:05,Mañana,Oficina Remota,
E052,2025-02-17,01:30,09:30,Libre,Oficina Remota,
E102,2025-04-18,19:57,01:57,Noche,Oficina Remota,
E059,2025-01-24,07:47,14:47,Tarde,Planta de Producción,
E149,2024-12-24,19:53,02:53,Tarde,Oficina Central,
E029,2024-05-04,01:56,08:56,Mañana,Oficina Remota,
E045,2024-05-03,10:55,16:55,Mañana,Oficina Central,
E036,2024-08-03,14:54,22:54,Libre,Oficina Remota,Ab similique reiciendis.
E038,2024-08-13,04:38,12:38,Libre,Planta de Producción,
E133,2025-01-21,09:10,15:10,Libre,Almacén,
E092,2024-10-20,21:49,04:49,Noche,Almacén,
E088,2024-10-19,06:57,13:57,Noche,Oficina Central,
E027,2024-12-13,01:19,09:19,Libre,Planta de Producción,Ex libero vitae tenetur pariatur.
E021,2024-08-05,18:27,02:27,Noche,Planta de Producción,
E020,2024-08-12,20:31,03:31,Tarde,Oficina Remota,
E138,2025-01-05,14:46,21:46,Tarde,Oficina Remota,
E058,2024-10-28,12:50,18:50,Noche,Oficina Remota,A rem eum delectus numquam.
E073,2024-11-06,12:59,20:59,Libre,Oficina Remota,
E055,2024-05-21,13:13,20:13,Noche,Oficina Central,
E017,2024-07-27,20:55,04:55,Tarde,Oficina Central,
E103,2024-08-05,00:53,08:53,Noche,Oficina Central,
E019,2025-01-17,20:11,02:11,Noche,Almacén,
E113,2025-03-21,22:24,05:24,Mañana,Planta de Producción,Molestias consectetur eius totam nostrum eos veniam.
E001,2024-08-14,08:55,15:55,Noche,Oficina Remota,
E132,2025-03-09,17:11,23:11,Mañana,Oficina Remota,
E092,2025-03-10,15:01,22:01,Mañana,Oficina Central,
E015,2025-02-18,03:37,10:37,Mañana,Oficina Remota,
E071,2024-08-22,14:07,22:07,Mañana,Oficina Remota,
E013,2024-09-18,02:27,09:27,Libre,Oficina Central,
E143,2025-01-14,09:44,16:44,Noche,Oficina Central,
E099,2024-06-26,01:17,08:17,Mañana,Planta de Producción,
E140,2024-06-10,23:53,07:53,Tarde,Almacén,
E069,2024-06-21,07:00,14:00,Libre,Oficina Remota,
E099,2024-05-12,02:20,10:20,Tarde,Oficina Remota,
E068,2024-07-29,09:27,16:27,Tarde,Oficina Remota,
E060,2024-10-22,11:01,19:01,Tarde,Oficina Remota,
E027,2024-07-06,11:38,19:38,Noche,Oficina Remota,
E025,2024-07-04,06:23,13:23,Mañana,Oficina Central,
E035,2025-03-16,09:36,16:36,Libre,Oficina Remota,
E011,2024-04-26,16:53,00:53,Libre,Oficina Central,
E094,2024-11-22,04:41,10:41,Mañana,Oficina Remota,
E119,2025-03-11,02:34,10:34,Tarde,Planta de Producción,
E028,2025-03-22,09:52,15:52,Tarde,Oficina Central,
E093,2024-08-13,09:21,16:21,Noche,Oficina Central,
E148,2024-07-15,10:05,16:05,Tarde,Oficina Central,Quisquam excepturi voluptas sit voluptatibus.
E031,2024-04-29,21:13,04:13,Tarde,Planta de Producción,
E014,2024-08-09,14:13,21:13,Mañana,Planta de Producción,
E004,2024-10-20,20:59,04:59,Mañana,Oficina Central,
E116,2024-11-12,23:43,05:43,Noche,Oficina Central,
E126,2024-10-24,11:48,17:48,Mañana,Oficina Central,
E139,2024-06-25,22:29,04:29,Tarde,Planta de Producción,
E131,2024-09-16,22:47,04:47,Tarde,Planta de Producción,Occaecati molestias dicta.
E023,2025-01-18,17:38,01:38,Libre,Oficina Remota,
E075,2025-03-13,19:41,01:41,Noche,Oficina Remota,
E004,2024-08-03,20:51,03:51,Tarde,Almacén,
E028,2025-03-02,07:58,15:58,Noche,Oficina Central,
E122,2024-05-10,01:00,07:00,Noche,Oficina Central,
E017,2025-03-11,04:26,11:26,Noche,Almacén,
E085,2024-11-22,22:54,04:54,Mañana,Oficina Central,
E107,2024-12-19,21:00,04:00,Mañana,Planta de Producción,
E149,2024-09-10,23:40,05:40,Tarde,Almacén,
E049,2024-12-02,10:30,18:30,Mañana,Planta de Producción,
E144,2024-08-05,03:20,10:20,Mañana,Oficina Central,
E016,2024-07-12,06:45,13:45,Mañana,Almacén,
E084,2024-12-15,19:31,02:31,Libre,Oficina Remota,
E073,2025-04-08,08:37,16:37,Noche,Almacén,Beatae aut quaerat.
E075,2024-05-12,12:05,19:05,Mañana,Oficina Remota,In alias dicta aliquid reprehenderit quod.
E082,2025-04-12,01:08,08:08,Noche,Almacén,
E149,2024-07-30,21:09,03:09,Mañana,Planta de Producción,
E107,2024-12-15,03:35,09:35,Mañana,Planta de Producción,
E100,2025-04-04,04:16,11:16,Tarde,Almacén,
E009,2025-03-22,03:59,10:59,Libre,Oficina Central,
E100,2024-05-18,05:42,12:42,Libre,Oficina Remota,
E071,2025-04-16,00:45,08:45,Tarde,Oficina Central,
E089,2025-01-11,15:39,21:39,Noche,Almacén,
E029,2024-10-28,05:05,13:05,Mañana,Oficina Central,
E003,2024-11-12,16:00,23:00,Tarde,Oficina Central,
E117,2025-04-02,08:45,15:45,Noche,Almacén,
E044,2024-11-13,03:06,09:06,Noche,Almacén,
E047,2024-06-29,23:31,07:31,Noche,Oficina Remota,
E039,2024-12-29,22:16,05:16,Noche,Almacén,
E034,2024-07-05,18:51,02:51,Noche,Almacén,
E105,2025-03-03,01:39,07:39,Noche,Planta de Producción,
E063,2024-09-27,16:33,23:33,Tarde,Planta de Producción,
E095,2024-05-29,05:47,11:47,Mañana,Oficina Central,
E082,2024-10-28,05:32,12:32,Mañana,Oficina Central,
E063,2025-03-26,12:11,18:11,Mañana,Almacén,Sit atque quaerat beatae perferendis facere.
E129,2024-06-23,09:30,15:30,Noche,Almacén,
E060,2024-11-25,09:21,15:21,Mañana,Planta de Producción,
E142,2025-02-02,23:49,07:49,Libre,Planta de Producción,
E136,2024-11-04,22:43,04:43,Libre,Oficina Central,
E102,2025-03-28,04:44,11:44,Libre,Oficina Remota,
E080,2025-03-07,16:31,23:31,Tarde,Planta de Producción,
E105,2024-09-15,19:34,01:34,Mañana,Oficina Remota,
E025,2025-02-23,16:23,22:23,Mañana,Oficina Central,
E078,2024-07-13,15:31,21:31,Mañana,Oficina Remota,
E011,2025-03-16,15:16,22:16,Mañana,Almacén,
E081,2024-07-14,21:59,05:59,Noche,Oficina Central,
E094,2024-05-03,08:33,15:33,Tarde,Almacén,Voluptates provident occaecati.
E009,2024-06-02,03:12,10:12,Mañana,Planta de Producción,
E124,2024-08-27,15:26,23:26,Libre,Oficina Remota,
E085,2024-06-08,08:49,14:49,Noche,Oficina Central,
E016,2024-11-06,16:04,00:04,Mañana,Almacén,
E092,2024-07-27,00:44,08:44,Mañana,Oficina Remota,
E042,2024-12-26,10:30,17:30,Libre,Almacén,
E089,2025-01-17,13:20,20:20,Mañana,Oficina Remota,
E075,2024-05-16,01:46,09:46,Mañana,Oficina Central,
E107,2024-09-02,14:10,21:10,Tarde,Oficina Remota,
E011,2024-08-25,07:59,13:59,Noche,Oficina Central,
E070,2024-09-26,11:36,17:36,Tarde,Oficina Central,
E043,2025-01-19,20:55,02:55,Tarde,Oficina Remota,
E041,2024-12-20,16:57,22:57,Libre,Oficina Remota,
E032,2024-05-13,04:50,12:50,Libre,Almacén,
E051,2024-10-16,21:42,03:42,Libre,Oficina Remota,
E067,2024-04-26,12:01,20:01,Libre,Oficina Remota,Porro culpa quos.
E109,2025-01-14,09:02,16:02,Noche,Oficina Central,
E142,2024-08-27,01:34,08:34,Tarde,Oficina Central,
E025,2024-05-27,15:19,23:19,Noche,Almacén,
E125,2024-10-30,19:49,03:49,Libre,Planta de Producción,
E073,2024-09-08,10:48,16:48,Mañana,Oficina Central,
E041,2024-11-09,18:56,02:56,Libre,Planta de Producción,
E107,2025-01-16,19:29,03:29,Libre,Oficina Central,
E032,2025-02-12,15:52,22:52,Libre,Planta de Producción,
E071,2024-10-21,05:34,13:34,Noche,Planta de Producción,
E023,2024-10-20,01:26,07:26,Noche,Planta de Producción,Saepe in a aperiam praesentium.
E089,2025-02-03,22:25,06:25,Mañana,Oficina Remota,
E025,2025-01-14,08:49,15:49,Tarde,Planta de Producción,
E141,2025-03-04,00:13,08:13,Noche,Planta de Producción,
E138,2024-05-21,23:36,05:36,Noche,Planta de Producción,
E145,2025-04-03,12:48,19:48,Libre,Oficina Remota,
E010,2024-09-08,08:46,16:46,Libre,Oficina Central,
E044,2025-03-29,17:46,23:46,Libre,Oficina Remota,
E111,2025-02-13,00:33,07:33,Mañana,Oficina Remota,
E017,2025-02-21,17:33,23:33,Noche,Oficina Remota,
E059,2025-03-26,21:21,04:21,Noche,Almacén,
E110,2024-12-03,19:00,02:00,Noche,Oficina Central,
E131,2025-01-11,05:04,11:04,Libre,Oficina Central,
E123,2024-05-25,19:49,02:49,Libre,Oficina Central,
E140,2024-11-11,20:11,04:11,Libre,Oficina Remota,
E114,2024-11-16,03:04,11:04,Noche,Almacén,Illum quibusdam ex.
E039,2025-03-15,02:42,09:42,Tarde,Oficina Central,
E073,2024-11-24,02:01,09:01,Noche,Oficina Remota,
E006,2024-09-30,04:08,10:08,Libre,Almacén,
E145,2024-06-25,03:58,11:58,Mañana,Oficina Central,
E060,2024-08-16,05:37,13:37,Mañana,Oficina Central,Commodi deserunt atque ipsa voluptas rerum.
E134,2024-11-10,04:21,12:21,Libre,Oficina Remota,
E132,2025-03-24,20:59,04:59,Noche,Oficina Central,
E019,2024-10-05,23:20,07:20,Noche,Almacén,
E096,2024-04-30,10:22,18:22,Mañana,Oficina Central,
E035,2024-05-27,17:31,01:31,Mañana,Planta de Producción,
E065,2024-07-26,15:55,21:55,Mañana,Oficina Remota,
E086,2024-10-25,11:46,18:46,Tarde,Oficina Central,
E133,2025-02-11,13:12,19:12,Mañana,Planta de Producción,
E035,2024-12-28,14:48,20:48,Noche,Almacén,
E029,2024-04-22,04:44,11:44,Mañana,Almacén,
E041,2025-04-22,20:51,02:51,Mañana,Almacén,
E072,2024-09-22,06:50,12:50,Tarde,Planta de Producción,
E106,2025-02-22,09:42,16:42,Mañana,Planta de Producción,
E010,2024-06-28,07:29,15:29,Noche,Oficina Central,
E092,2025-02-16,22:35,04:35,Libre,Planta de Producción,
E040,2024-06-05,09:11,17:11,Libre,Planta de Producción,Dolorum esse dolor.
E097,2025-03-31,07:53,13:53,Noche,Oficina Central,Impedit provident sed veritatis debitis voluptate laudantium.
E040,2024-12-16,12:20,18:20,Tarde,Oficina Remota,
E132,2024-09-06,01:27,09:27,Tarde,Oficina Central,Molestiae laboriosam voluptatibus.
E096,2024-09-10,09:56,16:56,Tarde,Oficina Central,
E026,2024-07-29,15:42,22:42,Tarde,Oficina Central,
E088,2025-02-24,13:35,20:35,Tarde,Oficina Central,
E035,2024-12-11,20:14,03:14,Mañana,Oficina Remota,
E093,2025-03-04,21:36,03:36,Mañana,Oficina Central,
E113,2024-09-19,08:03,16:03,Libre,Oficina Remota,
E140,2024-12-25,10:56,17:56,Noche,Oficina Central,
E057,2024-07-15,22:44,04:44,Libre,Almacén,Accusamus saepe quia delectus debitis.
E145,2025-03-22,16:59,23:59,Libre,Oficina Remota,
E051,2024-06-29,07:38,14:38,Tarde,Almacén,
E041,2024-04-22,16:56,00:56,Tarde,Planta de Producción,
E118,2024-12-19,02:16,08:16,Mañana,Oficina Remota,Neque cupiditate sint temporibus nihil culpa.
E147,2025-01-27,14:37,21:37,Noche,Oficina Remota,
E149,2025-04-07,00:07,08:07,Tarde,Oficina Central,
E025,2024-06-03,13:38,19:38,Libre,Oficina Remota,
E131,2024-12-18,15:59,21:59,Libre,Planta de Producción,
E021,2025-01-22,13:46,20:46,Tarde,Oficina Central,
E067,2025-01-21,11:04,18:04,Mañana,Planta de Producción,
E130,2024-09-15,10:15,17:15,Noche,Oficina Central,
E060,2025-02-09,13:01,20:01,Mañana,Planta de Producción,
E033,2024-11-27,03:47,10:47,Noche,Oficina Remota,
E147,2024-09-19,09:00,17:00,Mañana,Almacén,
E136,2024-09-05,09:27,17:27,Tarde,Oficina Remota,
E119,2024-06-13,13:52,21:52,Tarde,Oficina Remota,Quae exercitationem ut incidunt saepe.
E072,2025-01-07,17:19,00:19,Tarde,Almacén,
E077,2024-11-12,15:56,21:56,Noche,Oficina Remota,
E083,2025-01-24,20:08,04:08,Tarde,Oficina Central,
E080,2024-06-04,05:04,11:04,Libre,Oficina Central,Exercitationem veritatis provident quos ea.
E126,2024-10-09,04:22,11:22,Noche,Planta de Producción,
E140,2024-07-05,21:51,03:51,Noche,Oficina Remota,
E109,2024-04-30,22:34,06:34,Noche,Oficina Central,
E056,2025-02-21,12:04,18:04,Libre,Oficina Remota,
E004,2025-02-08,15:00,22:00,Tarde,Planta de Producción,
E010,2025-01-04,17:38,00:38,Libre,Almacén,
E125,2024-10-16,16:46,23:46,Libre,Almacén,
E149,2024-05-25,22:46,05:46,Libre,Oficina Remota,
E025,2024-05-15,13:13,20:13,Noche,Planta de Producción,
E126,2024-06-04,01:25,08:25,Tarde,Almacén,
E099,2024-09-08,05:14,13:14,Mañana,Planta de Producción,
E097,2024-10-07,18:37,00:37,Libre,Planta de Producción,
E101,2024-05-01,19:35,03:35,Tarde,Oficina Central,
E084,2025-01-13,13:12,20:12,Noche,Planta de Producción,
E105,2025-03-14,10:10,16:10,Mañana,Oficina Remota,
E030,2025-03-02,13:29,21:29,Libre,Oficina Central,
E020,2025-01-02,07:54,15:54,Noche,Oficina Central,
E028,2024-08-22,03:30,09:30,Tarde,Planta de Producción,
E039,2024-10-04,11:49,18:49,Mañana,Almacén,
E138,2025-02-08,03:27,11:27,Libre,Almacén,
E097,2024-10-23,21:07,05:07,Libre,Almacén,
E057,2024-07-20,17:15,23:15,Noche,Oficina Central,
E008,2024-04-30,18:40,00:40,Mañana,Planta de Producción,
E140,2024-12-08,14:04,21:04,Libre,Planta de Producción,
