timestamp,empleado_id,pregunta,intencion_detectada,respuesta_chatbot,satisfaccion_usuario
2025-04-23 13:39:14,E120,¿Cómo puedo cambiar mi información personal?,Actualizar_info,Tu salario es 3083.63.,4
2025-04-23 13:40:22,E033,¿Cuál es la política de teletrabajo?,Consultar_politica,Tienes 5 días disponibles.,2
2025-04-23 13:39:19,E106,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,"Ofrecemos seguro médico, plan de pensiones como beneficios.",4
2025-04-23 13:41:38,E074,¿Hay oportunidades de formación?,Consultar_formacion,"Por favor, contacta con el departamento de nóminas.",5
2025-04-23 13:39:36,E014,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,Puedes contactarnos por email o teléfono.,1
2025-04-23 13:39:16,E081,¿Cuál es mi salario?,Consultar_salario,Puedes hacerlo a través de tu perfil.,4
2025-04-23 13:39:58,E047,¿Cuál es el horario de trabajo?,Consultar_horario,Debes seguir los siguientes pasos: el sistema de gestión.,4
2025-04-23 13:40:11,E095,¿Hay oportunidades de formación?,Consultar_formacion,Puedes hacerlo a través de tu perfil.,4
2025-04-23 13:41:20,E103,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Tienes 26 días disponibles.,3
2025-04-23 13:40:01,E133,¿Cuál es mi salario?,Consultar_salario,El horario es de 9:00 a 18:00.,3
2025-04-23 13:39:05,E075,¿Cómo puedo cambiar mi información personal?,Actualizar_info,"Por favor, contacta con el departamento de nóminas.",2
2025-04-23 13:40:22,E140,No he recibido mi nómina.,Reclamar_nomina,Tienes 9 días disponibles.,3
2025-04-23 13:40:17,E025,¿Cuál es mi salario?,Consultar_salario,Tu salario es 2794.3.,4
2025-04-23 13:40:33,E066,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Puedes hacerlo a través de tu perfil.,1
2025-04-23 13:39:13,E131,¿Cuál es mi salario?,Consultar_salario,Tienes 12 días disponibles.,3
2025-04-23 13:39:25,E082,¿Cuál es la política de teletrabajo?,Consultar_politica,La política se encuentra en el portal del empleado.,3
2025-04-23 13:40:53,E103,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Tu salario es 1844.37.,3
2025-04-23 13:39:11,E145,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,"Sí, puedes encontrar información en la intranet.",3
2025-04-23 13:40:09,E097,¿Hay oportunidades de formación?,Consultar_formacion,Tienes 13 días disponibles.,1
2025-04-23 13:39:33,E097,¿Cuál es mi salario?,Consultar_salario,Puedes hacerlo a través de tu perfil.,4
2025-04-23 13:39:00,E082,¿Cuál es el horario de trabajo?,Consultar_horario,"Ofrecemos seguro médico, plan de pensiones como beneficios.",3
2025-04-23 13:38:46,E062,¿Cuál es mi salario?,Consultar_salario,"Ofrecemos seguro médico, plan de pensiones como beneficios.",5
2025-04-23 13:39:58,E078,¿Hay oportunidades de formación?,Consultar_formacion,"Sí, puedes encontrar información en la intranet.",5
2025-04-23 13:39:10,E016,¿Cuál es mi salario?,Consultar_salario,Tu salario es 3150.77.,3
2025-04-23 13:39:59,E135,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Tu salario es 2873.77.,5
2025-04-23 13:41:34,E137,¿Cuál es mi salario?,Consultar_salario,"Por favor, contacta con el departamento de nóminas.",1
2025-04-23 13:41:00,E089,¿Cómo puedo cambiar mi información personal?,Actualizar_info,La política se encuentra en el portal del empleado.,5
2025-04-23 13:40:38,E012,¿Cómo solicito una baja médica?,Solicitar_baja,Puedes contactarnos por email o teléfono.,1
2025-04-23 13:41:31,E007,¿Cómo solicito una baja médica?,Solicitar_baja,Debes seguir los siguientes pasos: el sistema de gestión.,4
2025-04-23 13:40:33,E130,¿Cómo solicito una baja médica?,Solicitar_baja,La política se encuentra en el portal del empleado.,5
2025-04-23 13:38:51,E101,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Tienes 20 días disponibles.,1
2025-04-23 13:40:54,E031,¿Hay oportunidades de formación?,Consultar_formacion,La política se encuentra en el portal del empleado.,2
2025-04-23 13:41:24,E017,¿Cómo puedo cambiar mi información personal?,Actualizar_info,"Sí, puedes encontrar información en la intranet.",1
2025-04-23 13:39:25,E114,¿Cómo solicito una baja médica?,Solicitar_baja,Tu salario es 3122.16.,3
2025-04-23 13:38:42,E027,¿Cuál es mi salario?,Consultar_salario,Debes seguir los siguientes pasos: el sistema de gestión.,2
2025-04-23 13:39:55,E059,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Tu salario es 2780.25.,1
2025-04-23 13:39:30,E029,¿Cómo solicito una baja médica?,Solicitar_baja,Puedes contactarnos por email o teléfono.,4
2025-04-23 13:40:19,E032,¿Cuál es mi salario?,Consultar_salario,"Ofrecemos seguro médico, plan de pensiones como beneficios.",3
2025-04-23 13:40:02,E010,¿Cuál es la política de teletrabajo?,Consultar_politica,"Por favor, contacta con el departamento de nóminas.",3
2025-04-23 13:41:07,E054,¿Hay oportunidades de formación?,Consultar_formacion,Tu salario es 2031.63.,5
2025-04-23 13:41:19,E032,No he recibido mi nómina.,Reclamar_nomina,Puedes contactarnos por email o teléfono.,5
2025-04-23 13:40:57,E143,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,Debes seguir los siguientes pasos: el sistema de gestión.,1
2025-04-23 13:39:07,E008,¿Cuál es la política de teletrabajo?,Consultar_politica,"Por favor, contacta con el departamento de nóminas.",4
2025-04-23 13:41:26,E107,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,Puedes hacerlo a través de tu perfil.,5
2025-04-23 13:40:00,E134,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,"Por favor, contacta con el departamento de nóminas.",5
2025-04-23 13:41:06,E019,¿Cuál es mi salario?,Consultar_salario,Tienes 25 días disponibles.,1
2025-04-23 13:39:51,E138,¿Cómo solicito una baja médica?,Solicitar_baja,Tu salario es 3755.55.,3
2025-04-23 13:39:42,E079,¿Cómo solicito una baja médica?,Solicitar_baja,"Por favor, contacta con el departamento de nóminas.",5
2025-04-23 13:40:14,E030,¿Cuál es la política de teletrabajo?,Consultar_politica,Puedes contactarnos por email o teléfono.,4
2025-04-23 13:39:11,E037,¿Cuál es mi salario?,Consultar_salario,"Ofrecemos seguro médico, plan de pensiones como beneficios.",5
2025-04-23 13:41:21,E123,¿Cómo solicito una baja médica?,Solicitar_baja,Tu salario es 2141.52.,4
2025-04-23 13:38:55,E083,¿Cuál es mi salario?,Consultar_salario,Tu salario es 2275.54.,3
2025-04-23 13:40:25,E095,¿Cómo puedo cambiar mi información personal?,Actualizar_info,"Ofrecemos seguro médico, plan de pensiones como beneficios.",5
2025-04-23 13:40:09,E041,¿Cuál es mi salario?,Consultar_salario,Tu salario es 2078.42.,5
2025-04-23 13:39:08,E028,¿Hay oportunidades de formación?,Consultar_formacion,"Por favor, contacta con el departamento de nóminas.",4
2025-04-23 13:38:54,E125,No he recibido mi nómina.,Reclamar_nomina,El horario es de 9:00 a 18:00.,2
2025-04-23 13:41:32,E083,¿Cómo puedo cambiar mi información personal?,Actualizar_info,La política se encuentra en el portal del empleado.,2
2025-04-23 13:40:31,E121,¿Cuál es la política de teletrabajo?,Consultar_politica,Puedes contactarnos por email o teléfono.,4
2025-04-23 13:40:49,E080,¿Cuál es mi salario?,Consultar_salario,El horario es de 9:00 a 18:00.,4
2025-04-23 13:41:35,E060,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,El horario es de 9:00 a 18:00.,3
2025-04-23 13:39:21,E068,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,El horario es de 9:00 a 18:00.,2
2025-04-23 13:39:12,E147,No he recibido mi nómina.,Reclamar_nomina,El horario es de 9:00 a 18:00.,1
2025-04-23 13:40:25,E089,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,El horario es de 9:00 a 18:00.,3
2025-04-23 13:40:50,E002,¿Cuál es el horario de trabajo?,Consultar_horario,Tienes 18 días disponibles.,5
2025-04-23 13:41:38,E107,¿Cuál es mi salario?,Consultar_salario,Puedes contactarnos por email o teléfono.,3
2025-04-23 13:39:41,E150,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,Tu salario es 3021.59.,3
2025-04-23 13:39:33,E007,¿Cuál es la política de teletrabajo?,Consultar_politica,"Por favor, contacta con el departamento de nóminas.",4
2025-04-23 13:39:18,E092,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,Tienes 28 días disponibles.,5
2025-04-23 13:39:38,E112,¿Cuál es mi salario?,Consultar_salario,Debes seguir los siguientes pasos: el sistema de gestión.,2
2025-04-23 13:39:32,E082,¿Cómo puedo cambiar mi información personal?,Actualizar_info,Tu salario es 3882.31.,3
2025-04-23 13:39:46,E055,¿Cuál es la política de teletrabajo?,Consultar_politica,Puedes hacerlo a través de tu perfil.,5
2025-04-23 13:38:57,E119,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,"Por favor, contacta con el departamento de nóminas.",5
2025-04-23 13:38:48,E064,No he recibido mi nómina.,Reclamar_nomina,La política se encuentra en el portal del empleado.,4
2025-04-23 13:39:28,E046,¿Hay oportunidades de formación?,Consultar_formacion,La política se encuentra en el portal del empleado.,5
2025-04-23 13:41:33,E117,¿Cuál es mi salario?,Consultar_salario,La política se encuentra en el portal del empleado.,5
2025-04-23 13:39:31,E135,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,Debes seguir los siguientes pasos: el sistema de gestión.,3
2025-04-23 13:38:46,E109,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Debes seguir los siguientes pasos: el sistema de gestión.,4
2025-04-23 13:41:17,E011,No he recibido mi nómina.,Reclamar_nomina,Puedes contactarnos por email o teléfono.,5
2025-04-23 13:41:09,E059,¿Cuál es la política de teletrabajo?,Consultar_politica,La política se encuentra en el portal del empleado.,2
2025-04-23 13:41:23,E053,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Puedes contactarnos por email o teléfono.,1
2025-04-23 13:40:23,E116,¿Cuál es el horario de trabajo?,Consultar_horario,Puedes hacerlo a través de tu perfil.,4
2025-04-23 13:40:09,E062,No he recibido mi nómina.,Reclamar_nomina,Puedes contactarnos por email o teléfono.,3
2025-04-23 13:40:39,E035,¿Cuál es el horario de trabajo?,Consultar_horario,"Ofrecemos seguro médico, plan de pensiones como beneficios.",3
2025-04-23 13:40:51,E132,No he recibido mi nómina.,Reclamar_nomina,La política se encuentra en el portal del empleado.,1
2025-04-23 13:41:22,E043,¿Cuál es mi salario?,Consultar_salario,El horario es de 9:00 a 18:00.,3
2025-04-23 13:41:36,E028,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,"Sí, puedes encontrar información en la intranet.",4
2025-04-23 13:41:24,E038,¿Cuál es la política de teletrabajo?,Consultar_politica,"Ofrecemos seguro médico, plan de pensiones como beneficios.",5
2025-04-23 13:38:45,E143,¿Cuál es la política de teletrabajo?,Consultar_politica,Puedes hacerlo a través de tu perfil.,3
2025-04-23 13:39:31,E113,No he recibido mi nómina.,Reclamar_nomina,Tienes 25 días disponibles.,2
2025-04-23 13:40:01,E105,¿Cómo solicito una baja médica?,Solicitar_baja,"Ofrecemos seguro médico, plan de pensiones como beneficios.",1
2025-04-23 13:41:12,E026,¿Cómo solicito una baja médica?,Solicitar_baja,El horario es de 9:00 a 18:00.,5
2025-04-23 13:39:45,E009,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Puedes hacerlo a través de tu perfil.,4
2025-04-23 13:39:48,E016,¿Hay oportunidades de formación?,Consultar_formacion,Tu salario es 2246.35.,3
2025-04-23 13:40:00,E041,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,El horario es de 9:00 a 18:00.,5
2025-04-23 13:39:44,E131,¿Hay oportunidades de formación?,Consultar_formacion,"Ofrecemos seguro médico, plan de pensiones como beneficios.",4
2025-04-23 13:40:09,E059,¿Cuál es mi salario?,Consultar_salario,La política se encuentra en el portal del empleado.,4
2025-04-23 13:39:53,E002,¿Cuál es el horario de trabajo?,Consultar_horario,La política se encuentra en el portal del empleado.,2
2025-04-23 13:41:16,E099,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,"Sí, puedes encontrar información en la intranet.",5
2025-04-23 13:38:42,E049,¿Cuál es el horario de trabajo?,Consultar_horario,Puedes contactarnos por email o teléfono.,1
2025-04-23 13:40:30,E149,¿Cuál es el horario de trabajo?,Consultar_horario,"Por favor, contacta con el departamento de nóminas.",3
2025-04-23 13:39:16,E039,¿Cómo solicito una baja médica?,Solicitar_baja,Puedes hacerlo a través de tu perfil.,3
2025-04-23 13:40:39,E078,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,"Por favor, contacta con el departamento de nóminas.",4
2025-04-23 13:40:57,E045,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,"Por favor, contacta con el departamento de nóminas.",5
2025-04-23 13:41:11,E132,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,Tu salario es 2070.44.,3
2025-04-23 13:38:47,E057,¿Hay oportunidades de formación?,Consultar_formacion,El horario es de 9:00 a 18:00.,4
2025-04-23 13:41:32,E012,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,El horario es de 9:00 a 18:00.,5
2025-04-23 13:39:16,E039,¿Hay oportunidades de formación?,Consultar_formacion,Tu salario es 1500.12.,4
2025-04-23 13:38:53,E133,¿Cómo solicito una baja médica?,Solicitar_baja,Puedes hacerlo a través de tu perfil.,3
2025-04-23 13:40:28,E148,¿Cuál es la política de teletrabajo?,Consultar_politica,Tienes 27 días disponibles.,1
2025-04-23 13:40:32,E041,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,La política se encuentra en el portal del empleado.,5
2025-04-23 13:39:53,E037,¿Cuál es mi salario?,Consultar_salario,El horario es de 9:00 a 18:00.,3
2025-04-23 13:39:51,E124,¿Cuál es la política de teletrabajo?,Consultar_politica,Puedes hacerlo a través de tu perfil.,5
2025-04-23 13:38:40,E036,¿Cuál es la política de teletrabajo?,Consultar_politica,Tienes 12 días disponibles.,1
2025-04-23 13:39:29,E072,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Tu salario es 3208.34.,2
2025-04-23 13:39:31,E022,¿Cuál es mi salario?,Consultar_salario,"Ofrecemos seguro médico, plan de pensiones como beneficios.",4
2025-04-23 13:41:08,E072,¿Cómo solicito una baja médica?,Solicitar_baja,Debes seguir los siguientes pasos: el sistema de gestión.,4
2025-04-23 13:40:24,E090,¿Cómo solicito una baja médica?,Solicitar_baja,"Por favor, contacta con el departamento de nóminas.",5
2025-04-23 13:40:11,E079,¿Cómo solicito una baja médica?,Solicitar_baja,"Por favor, contacta con el departamento de nóminas.",3
2025-04-23 13:39:41,E115,¿Cómo puedo cambiar mi información personal?,Actualizar_info,Puedes hacerlo a través de tu perfil.,5
2025-04-23 13:38:53,E111,¿Cuál es el horario de trabajo?,Consultar_horario,El horario es de 9:00 a 18:00.,2
2025-04-23 13:40:45,E142,¿Cómo solicito una baja médica?,Solicitar_baja,Puedes hacerlo a través de tu perfil.,2
2025-04-23 13:41:12,E006,¿Cuál es mi salario?,Consultar_salario,"Ofrecemos seguro médico, plan de pensiones como beneficios.",5
2025-04-23 13:40:57,E112,¿Cuál es el horario de trabajo?,Consultar_horario,"Por favor, contacta con el departamento de nóminas.",5
2025-04-23 13:40:40,E108,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,Puedes hacerlo a través de tu perfil.,3
2025-04-23 13:39:32,E013,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,La política se encuentra en el portal del empleado.,3
2025-04-23 13:39:55,E071,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Puedes contactarnos por email o teléfono.,3
2025-04-23 13:39:05,E135,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Puedes contactarnos por email o teléfono.,3
2025-04-23 13:39:18,E050,¿Cuál es mi salario?,Consultar_salario,Puedes hacerlo a través de tu perfil.,4
2025-04-23 13:40:57,E018,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,La política se encuentra en el portal del empleado.,5
2025-04-23 13:39:38,E076,¿Cómo solicito una baja médica?,Solicitar_baja,"Por favor, contacta con el departamento de nóminas.",4
2025-04-23 13:41:31,E053,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,Tienes 25 días disponibles.,4
2025-04-23 13:41:16,E092,¿Cómo solicito una baja médica?,Solicitar_baja,Puedes hacerlo a través de tu perfil.,3
2025-04-23 13:38:45,E023,¿Cuál es la política de teletrabajo?,Consultar_politica,El horario es de 9:00 a 18:00.,3
2025-04-23 13:38:51,E055,¿Cómo puedo cambiar mi información personal?,Actualizar_info,Tu salario es 3549.75.,2
2025-04-23 13:40:54,E138,¿Cuál es la política de teletrabajo?,Consultar_politica,"Sí, puedes encontrar información en la intranet.",5
2025-04-23 13:40:48,E047,No he recibido mi nómina.,Reclamar_nomina,La política se encuentra en el portal del empleado.,4
2025-04-23 13:40:49,E032,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,"Por favor, contacta con el departamento de nóminas.",1
2025-04-23 13:39:52,E122,¿Hay oportunidades de formación?,Consultar_formacion,"Sí, puedes encontrar información en la intranet.",4
2025-04-23 13:41:16,E055,¿Cuál es el horario de trabajo?,Consultar_horario,El horario es de 9:00 a 18:00.,3
2025-04-23 13:41:16,E094,¿Cuál es el horario de trabajo?,Consultar_horario,"Por favor, contacta con el departamento de nóminas.",5
2025-04-23 13:39:49,E125,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Tienes 18 días disponibles.,5
2025-04-23 13:41:16,E035,¿Cuál es la política de teletrabajo?,Consultar_politica,El horario es de 9:00 a 18:00.,4
2025-04-23 13:40:03,E148,¿Cuál es la política de teletrabajo?,Consultar_politica,Tienes 16 días disponibles.,4
2025-04-23 13:39:38,E055,No he recibido mi nómina.,Reclamar_nomina,Puedes hacerlo a través de tu perfil.,3
2025-04-23 13:38:46,E111,¿Cómo solicito una baja médica?,Solicitar_baja,La política se encuentra en el portal del empleado.,5
2025-04-23 13:39:37,E018,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Tienes 20 días disponibles.,2
2025-04-23 13:40:23,E091,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,"Ofrecemos seguro médico, plan de pensiones como beneficios.",3
2025-04-23 13:39:08,E040,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Tienes 5 días disponibles.,4
2025-04-23 13:40:01,E131,¿Cuál es el horario de trabajo?,Consultar_horario,"Sí, puedes encontrar información en la intranet.",5
2025-04-23 13:40:53,E108,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,Debes seguir los siguientes pasos: el sistema de gestión.,5
2025-04-23 13:41:17,E009,No he recibido mi nómina.,Reclamar_nomina,Debes seguir los siguientes pasos: el sistema de gestión.,5
2025-04-23 13:41:29,E117,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,Debes seguir los siguientes pasos: el sistema de gestión.,3
2025-04-23 13:41:26,E136,¿Hay oportunidades de formación?,Consultar_formacion,"Ofrecemos seguro médico, plan de pensiones como beneficios.",4
2025-04-23 13:40:30,E097,No he recibido mi nómina.,Reclamar_nomina,"Ofrecemos seguro médico, plan de pensiones como beneficios.",4
2025-04-23 13:39:30,E125,No he recibido mi nómina.,Reclamar_nomina,Tienes 13 días disponibles.,1
2025-04-23 13:39:35,E018,No he recibido mi nómina.,Reclamar_nomina,Puedes hacerlo a través de tu perfil.,5
2025-04-23 13:40:32,E094,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Tienes 25 días disponibles.,5
2025-04-23 13:41:10,E120,¿Cómo puedo cambiar mi información personal?,Actualizar_info,Tienes 18 días disponibles.,4
2025-04-23 13:41:35,E022,¿Cómo puedo cambiar mi información personal?,Actualizar_info,Tienes 17 días disponibles.,4
2025-04-23 13:41:21,E114,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,La política se encuentra en el portal del empleado.,4
2025-04-23 13:40:27,E002,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,Tienes 17 días disponibles.,4
2025-04-23 13:38:47,E093,No he recibido mi nómina.,Reclamar_nomina,Debes seguir los siguientes pasos: el sistema de gestión.,5
2025-04-23 13:40:59,E037,¿Cuál es la política de teletrabajo?,Consultar_politica,"Ofrecemos seguro médico, plan de pensiones como beneficios.",4
2025-04-23 13:39:35,E106,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,Debes seguir los siguientes pasos: el sistema de gestión.,4
2025-04-23 13:39:42,E047,No he recibido mi nómina.,Reclamar_nomina,Puedes hacerlo a través de tu perfil.,3
2025-04-23 13:40:26,E057,¿Cómo puedo cambiar mi información personal?,Actualizar_info,La política se encuentra en el portal del empleado.,5
2025-04-23 13:39:13,E009,¿Cuál es la política de teletrabajo?,Consultar_politica,Puedes hacerlo a través de tu perfil.,5
2025-04-23 13:39:42,E148,¿Cómo puedo cambiar mi información personal?,Actualizar_info,"Sí, puedes encontrar información en la intranet.",4
2025-04-23 13:39:52,E057,¿Cuál es mi salario?,Consultar_salario,Puedes contactarnos por email o teléfono.,5
2025-04-23 13:40:18,E075,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,Tienes 6 días disponibles.,5
2025-04-23 13:41:34,E148,¿Cómo solicito una baja médica?,Solicitar_baja,El horario es de 9:00 a 18:00.,1
2025-04-23 13:39:30,E054,¿Cómo solicito una baja médica?,Solicitar_baja,Tu salario es 2714.64.,4
2025-04-23 13:39:21,E137,¿Cómo puedo cambiar mi información personal?,Actualizar_info,Tu salario es 2638.39.,4
2025-04-23 13:40:01,E137,¿Cómo puedo cambiar mi información personal?,Actualizar_info,La política se encuentra en el portal del empleado.,3
2025-04-23 13:41:12,E130,¿Hay oportunidades de formación?,Consultar_formacion,Tu salario es 1509.13.,3
2025-04-23 13:40:51,E101,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,Puedes hacerlo a través de tu perfil.,4
2025-04-23 13:38:52,E106,No he recibido mi nómina.,Reclamar_nomina,Puedes contactarnos por email o teléfono.,4
2025-04-23 13:40:08,E078,No he recibido mi nómina.,Reclamar_nomina,Tienes 15 días disponibles.,1
2025-04-23 13:39:41,E052,¿Cuál es mi salario?,Consultar_salario,Debes seguir los siguientes pasos: el sistema de gestión.,5
2025-04-23 13:41:05,E005,¿Cuál es la política de teletrabajo?,Consultar_politica,El horario es de 9:00 a 18:00.,5
2025-04-23 13:41:18,E013,¿Cuál es la política de teletrabajo?,Consultar_politica,La política se encuentra en el portal del empleado.,4
2025-04-23 13:41:06,E023,¿Cuál es la política de teletrabajo?,Consultar_politica,El horario es de 9:00 a 18:00.,5
2025-04-23 13:39:30,E006,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,El horario es de 9:00 a 18:00.,2
2025-04-23 13:40:10,E076,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,Tienes 8 días disponibles.,3
2025-04-23 13:39:08,E025,¿Cuál es la política de teletrabajo?,Consultar_politica,Debes seguir los siguientes pasos: el sistema de gestión.,4
2025-04-23 13:40:38,E119,¿Cuál es el horario de trabajo?,Consultar_horario,"Sí, puedes encontrar información en la intranet.",3
2025-04-23 13:40:19,E016,¿Cuál es el horario de trabajo?,Consultar_horario,"Ofrecemos seguro médico, plan de pensiones como beneficios.",4
2025-04-23 13:39:36,E003,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,El horario es de 9:00 a 18:00.,3
2025-04-23 13:38:41,E135,¿Cuál es la política de teletrabajo?,Consultar_politica,Debes seguir los siguientes pasos: el sistema de gestión.,3
2025-04-23 13:41:38,E095,No he recibido mi nómina.,Reclamar_nomina,"Ofrecemos seguro médico, plan de pensiones como beneficios.",1
2025-04-23 13:41:26,E073,¿Cuál es el horario de trabajo?,Consultar_horario,"Sí, puedes encontrar información en la intranet.",3
2025-04-23 13:39:37,E026,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,Puedes contactarnos por email o teléfono.,5
2025-04-23 13:40:21,E062,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,"Sí, puedes encontrar información en la intranet.",5
2025-04-23 13:39:41,E081,¿Cuál es el horario de trabajo?,Consultar_horario,El horario es de 9:00 a 18:00.,4
2025-04-23 13:41:14,E120,¿Hay oportunidades de formación?,Consultar_formacion,Tu salario es 2870.15.,5
2025-04-23 13:38:41,E108,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Tu salario es 2246.74.,5
2025-04-23 13:39:55,E049,¿Cómo puedo cambiar mi información personal?,Actualizar_info,Puedes hacerlo a través de tu perfil.,5
2025-04-23 13:41:19,E150,¿Cómo puedo cambiar mi información personal?,Actualizar_info,Tu salario es 2162.85.,3
2025-04-23 13:38:52,E023,¿Cuál es la política de teletrabajo?,Consultar_politica,Tu salario es 2241.35.,5
2025-04-23 13:40:45,E107,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,Debes seguir los siguientes pasos: el sistema de gestión.,2
2025-04-23 13:40:04,E041,¿Hay oportunidades de formación?,Consultar_formacion,"Sí, puedes encontrar información en la intranet.",1
2025-04-23 13:41:11,E029,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,"Ofrecemos seguro médico, plan de pensiones como beneficios.",2
2025-04-23 13:39:33,E107,¿Cómo solicito una baja médica?,Solicitar_baja,Debes seguir los siguientes pasos: el sistema de gestión.,2
2025-04-23 13:40:49,E122,No he recibido mi nómina.,Reclamar_nomina,Puedes hacerlo a través de tu perfil.,4
2025-04-23 13:41:33,E113,¿Cuál es la política de teletrabajo?,Consultar_politica,Debes seguir los siguientes pasos: el sistema de gestión.,4
2025-04-23 13:39:53,E062,¿Cuál es la política de teletrabajo?,Consultar_politica,"Sí, puedes encontrar información en la intranet.",1
2025-04-23 13:40:04,E124,¿Cómo puedo contactar con RRHH?,Contactar_RRHH,Tu salario es 2380.96.,5
2025-04-23 13:40:40,E013,¿Cuál es mi salario?,Consultar_salario,"Ofrecemos seguro médico, plan de pensiones como beneficios.",5
2025-04-23 13:41:07,E038,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Tu salario es 3189.98.,4
2025-04-23 13:40:05,E001,¿Cuál es mi salario?,Consultar_salario,"Por favor, contacta con el departamento de nóminas.",2
2025-04-23 13:41:26,E060,¿Cómo solicito una baja médica?,Solicitar_baja,Debes seguir los siguientes pasos: el sistema de gestión.,5
2025-04-23 13:41:21,E093,¿Cuál es la política de teletrabajo?,Consultar_politica,Puedes contactarnos por email o teléfono.,4
2025-04-23 13:41:25,E071,¿Hay oportunidades de formación?,Consultar_formacion,"Ofrecemos seguro médico, plan de pensiones como beneficios.",5
2025-04-23 13:39:21,E139,¿Cuál es mi salario?,Consultar_salario,Tienes 7 días disponibles.,4
2025-04-23 13:39:32,E104,¿Cómo solicito una baja médica?,Solicitar_baja,Puedes contactarnos por email o teléfono.,5
2025-04-23 13:39:37,E016,¿Cuántos días de vacaciones me quedan?,Consultar_vacaciones,Debes seguir los siguientes pasos: el sistema de gestión.,1
2025-04-23 13:38:50,E072,¿Cuál es la política de teletrabajo?,Consultar_politica,"Por favor, contacta con el departamento de nóminas.",5
2025-04-23 13:38:54,E130,¿Cómo solicito una baja médica?,Solicitar_baja,"Ofrecemos seguro médico, plan de pensiones como beneficios.",3
2025-04-23 13:39:56,E054,¿Cómo puedo cambiar mi información personal?,Actualizar_info,"Por favor, contacta con el departamento de nóminas.",5
2025-04-23 13:38:52,E020,¿Qué beneficios ofrece la empresa?,Consultar_beneficios,Debes seguir los siguientes pasos: el sistema de gestión.,4
2025-04-23 13:40:58,E074,¿Cómo solicito una baja médica?,Solicitar_baja,Puedes hacerlo a través de tu perfil.,4
2025-04-23 13:39:11,E083,¿Cuál es mi salario?,Consultar_salario,Debes seguir los siguientes pasos: el sistema de gestión.,3
