id_solicitud,id_empleado,fecha_inicio,fecha_fin,duracion_dias,fecha_solicitud,estado,motivo_rechazo,periodo_anio,mes_solicitud,dia_semana_solicitud
6317,146,2024-10-14,2024-10-31,18,2024-08-28,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,8,Wednesday
6318,24,2025-05-10,2025-05-23,14,2025-03-24,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2025,3,Monday
6319,102,2025-05-20,2025-05-27,8,2025-04-12,Aceptada,,2025,4,Saturday
6320,65,2025-01-27,2025-01-28,2,2024-11-16,Aceptada,,2025,11,Saturday
6321,121,2025-01-06,2025-01-17,12,2024-12-02,Aceptada,,2025,12,Monday
6322,111,2024-09-09,2024-09-20,12,2024-09-04,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,9,Wednesday
6323,85,2025-01-06,2025-01-06,1,2024-10-19,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2025,10,Saturday
6324,19,2024-12-06,2024-12-07,2,2024-11-06,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,11,Wednesday
6325,86,2024-11-15,2024-11-22,8,2024-08-21,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2024,8,Wednesday
6326,77,2024-09-30,2024-10-09,10,2024-07-05,Aceptada,,2024,7,Friday
6327,103,2024-10-11,2024-10-17,7,2024-08-13,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,8,Tuesday
6328,2,2025-01-23,2025-01-27,5,2024-12-27,Rechazada,No se cumple la antigüedad mínima de 12.0 meses.,2025,12,Friday
6329,124,2024-07-21,2024-07-26,6,2024-06-25,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,6,Tuesday
6330,69,2025-02-18,2025-03-01,12,2024-12-16,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,12,Monday
6331,84,2024-08-03,2024-08-06,4,2024-05-05,Aceptada,,2024,5,Sunday
6332,83,2025-01-28,2025-02-02,6,2024-12-30,Aceptada,,2025,12,Monday
6333,31,2024-12-14,2024-12-17,4,2024-09-15,Aceptada,,2024,9,Sunday
6334,135,2025-06-03,2025-06-21,19,2025-04-10,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2025,4,Thursday
6335,136,2024-08-20,2024-09-06,18,2024-06-13,Rechazada,Duración de vacaciones excede el límite permitido de 15 días.,2024,6,Thursday
6336,35,2025-02-12,2025-02-24,13,2024-12-28,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,12,Saturday
6337,136,2025-01-31,2025-02-16,17,2024-11-09,Rechazada,Duración de vacaciones excede el límite permitido de 15 días.,2025,11,Saturday
6338,137,2024-08-31,2024-09-13,14,2024-08-24,Aceptada,,2024,8,Saturday
6339,122,2025-02-13,2025-02-14,2,2024-12-09,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,12,Monday
6340,30,2025-05-01,2025-05-17,17,2025-03-19,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2025,3,Wednesday
6341,33,2024-10-05,2024-10-10,6,2024-08-16,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,8,Friday
6342,95,2024-08-31,2024-09-13,14,2024-07-25,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,7,Thursday
6343,140,2024-08-25,2024-09-13,20,2024-07-05,Rechazada,Duración de vacaciones excede el límite permitido de 18 días.,2024,7,Friday
6344,106,2025-04-22,2025-04-27,6,2025-02-11,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2025,2,Tuesday
6345,125,2025-03-28,2025-03-29,2,2025-03-21,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,3,Friday
6346,132,2024-05-17,2024-05-29,13,2024-04-25,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,4,Thursday
6347,114,2024-06-29,2024-07-10,12,2024-05-23,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,5,Thursday
6348,94,2025-01-21,2025-01-22,2,2024-12-18,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2025,12,Wednesday
6349,102,2025-02-19,2025-02-28,10,2024-12-18,Aceptada,,2025,12,Wednesday
6350,100,2025-01-27,2025-02-07,12,2024-11-23,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,11,Saturday
6351,127,2024-08-05,2024-08-24,20,2024-06-24,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,6,Monday
6352,9,2024-10-01,2024-10-04,4,2024-07-31,Aceptada,,2024,7,Wednesday
6353,15,2025-03-27,2025-04-06,11,2025-01-18,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Saturday
6354,52,2024-07-07,2024-07-08,2,2024-06-26,Aceptada,,2024,6,Wednesday
6355,97,2024-09-04,2024-09-15,12,2024-07-30,Rechazada,No se cumple la antigüedad mínima de 3.0 meses.,2024,7,Tuesday
6356,36,2024-10-19,2024-10-27,9,2024-08-29,Aceptada,,2024,8,Thursday
6357,14,2024-09-22,2024-09-26,5,2024-07-07,Aceptada,,2024,7,Sunday
6358,21,2024-10-22,2024-11-01,11,2024-10-10,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,10,Thursday
6359,82,2025-01-02,2025-01-15,14,2024-12-13,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2025,12,Friday
6360,124,2024-07-27,2024-08-11,16,2024-05-28,Rechazada,Duración de vacaciones excede el límite permitido de 15 días.,2024,5,Tuesday
6361,95,2024-12-01,2024-12-02,2,2024-09-07,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,9,Saturday
6362,128,2025-03-22,2025-03-22,1,2025-02-15,Aceptada,,2025,2,Saturday
6363,14,2025-02-24,2025-02-26,3,2024-12-28,Aceptada,,2025,12,Saturday
6364,39,2024-06-14,2024-06-16,3,2024-05-23,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,5,Thursday
6365,54,2024-07-01,2024-07-02,2,2024-05-05,Aceptada,,2024,5,Sunday
6366,132,2024-12-30,2025-01-03,5,2024-11-30,Aceptada,,2024,11,Saturday
6367,150,2024-09-25,2024-09-30,6,2024-08-17,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,8,Saturday
6368,62,2025-01-19,2025-02-02,15,2024-12-10,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2025,12,Tuesday
6369,17,2025-05-15,2025-05-18,4,2025-02-27,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2025,2,Thursday
6370,11,2024-11-21,2024-12-01,11,2024-08-26,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,8,Monday
6371,116,2025-02-17,2025-03-08,20,2024-12-02,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,12,Monday
6372,104,2025-05-20,2025-05-28,9,2025-04-12,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,4,Saturday
6373,150,2024-12-22,2024-12-28,7,2024-09-23,Aceptada,,2024,9,Monday
6374,69,2024-09-20,2024-10-08,19,2024-07-11,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,7,Thursday
6375,56,2024-08-06,2024-08-17,12,2024-06-02,Aceptada,,2024,6,Sunday
6376,120,2024-06-05,2024-06-05,1,2024-05-24,Aceptada,,2024,5,Friday
6377,49,2025-02-19,2025-02-21,3,2025-02-07,Aceptada,,2025,2,Friday
6378,132,2024-09-02,2024-09-10,9,2024-06-07,Aceptada,,2024,6,Friday
6379,60,2025-01-16,2025-02-02,18,2024-11-26,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2025,11,Tuesday
6380,29,2024-07-26,2024-08-12,18,2024-04-29,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,4,Monday
6381,130,2024-05-22,2024-06-02,12,2024-04-29,Aceptada,,2024,4,Monday
6382,10,2025-02-20,2025-02-23,4,2024-12-13,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,12,Friday
6383,97,2025-04-05,2025-04-10,6,2025-02-14,Rechazada,No se cumple la antigüedad mínima de 3.0 meses.,2025,2,Friday
6384,27,2025-04-05,2025-04-21,17,2025-02-26,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2025,2,Wednesday
6385,150,2025-05-02,2025-05-21,20,2025-03-04,Rechazada,Duración de vacaciones excede el límite permitido de 15 días.,2025,3,Tuesday
6386,66,2024-10-30,2024-11-02,4,2024-10-03,Aceptada,,2024,10,Thursday
6387,123,2024-11-01,2024-11-11,11,2024-10-13,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2024,10,Sunday
6388,94,2025-03-17,2025-03-19,3,2025-01-22,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Wednesday
6389,82,2025-03-13,2025-03-13,1,2024-12-16,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,12,Monday
6390,143,2024-11-06,2024-11-18,13,2024-08-31,Aceptada,,2024,8,Saturday
6391,104,2024-10-17,2024-10-28,12,2024-08-11,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,8,Sunday
6392,15,2024-12-14,2024-12-31,18,2024-09-21,Aceptada,,2024,9,Saturday
6393,54,2024-11-13,2024-11-30,18,2024-10-15,Aceptada,,2024,10,Tuesday
6394,57,2024-08-30,2024-08-30,1,2024-07-16,Aceptada,,2024,7,Tuesday
6395,108,2024-09-24,2024-09-29,6,2024-07-11,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,7,Thursday
6396,111,2025-04-26,2025-05-07,12,2025-03-16,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,3,Sunday
6397,24,2024-05-06,2024-05-24,19,2024-04-25,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,4,Thursday
6398,94,2025-03-28,2025-04-08,12,2025-01-23,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Thursday
6399,15,2025-03-13,2025-03-15,3,2025-03-07,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,3,Friday
6400,99,2025-03-23,2025-04-02,11,2025-02-28,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,2,Friday
6401,148,2024-09-09,2024-09-16,8,2024-08-01,Aceptada,,2024,8,Thursday
6402,88,2025-05-30,2025-06-10,12,2025-03-16,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,3,Sunday
6403,19,2024-09-08,2024-09-12,5,2024-08-14,Aceptada,,2024,8,Wednesday
6404,10,2024-08-07,2024-08-13,7,2024-06-15,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,6,Saturday
6405,9,2024-08-21,2024-08-28,8,2024-07-13,Aceptada,,2024,7,Saturday
6406,71,2024-08-08,2024-08-25,18,2024-05-30,Aceptada,,2024,5,Thursday
6407,109,2024-08-26,2024-09-11,17,2024-08-10,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,8,Saturday
6408,145,2024-11-24,2024-12-06,13,2024-10-08,Aceptada,,2024,10,Tuesday
6409,36,2024-06-18,2024-06-29,12,2024-06-02,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,6,Sunday
6410,131,2025-04-28,2025-05-14,17,2025-01-30,Aceptada,,2025,1,Thursday
6411,117,2024-10-04,2024-10-16,13,2024-07-28,Aceptada,,2024,7,Sunday
6412,58,2024-08-29,2024-09-14,17,2024-07-07,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,7,Sunday
6413,62,2024-10-25,2024-11-09,16,2024-08-12,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,8,Monday
6414,14,2025-06-09,2025-06-14,6,2025-03-31,Aceptada,,2025,3,Monday
6415,77,2025-04-27,2025-05-15,19,2025-04-11,Aceptada,,2025,4,Friday
6416,17,2024-07-21,2024-07-25,5,2024-05-25,Aceptada,,2024,5,Saturday
6417,31,2024-06-03,2024-06-18,16,2024-04-25,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,4,Thursday
6418,50,2025-05-24,2025-05-27,4,2025-03-07,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,3,Friday
6419,123,2024-09-20,2024-10-06,17,2024-08-11,Aceptada,,2024,8,Sunday
6420,7,2025-01-19,2025-02-02,15,2024-12-02,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,12,Monday
6421,117,2024-11-07,2024-11-23,17,2024-09-14,Aceptada,,2024,9,Saturday
6422,90,2025-02-26,2025-03-14,17,2025-01-29,Rechazada,Duración de vacaciones excede el límite permitido de 15 días.,2025,1,Wednesday
6423,28,2025-04-16,2025-04-28,13,2025-03-08,Aceptada,,2025,3,Saturday
6424,133,2025-03-11,2025-03-12,2,2025-01-08,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Wednesday
6425,108,2024-07-26,2024-08-05,11,2024-05-22,Rechazada,No se cumple la antigüedad mínima de 12.0 meses.,2024,5,Wednesday
6426,2,2024-09-08,2024-09-15,8,2024-07-28,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,7,Sunday
6427,50,2024-11-05,2024-11-15,11,2024-08-20,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,8,Tuesday
6428,46,2024-08-28,2024-08-29,2,2024-07-17,Aceptada,,2024,7,Wednesday
6429,123,2025-01-04,2025-01-13,10,2024-12-02,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2025,12,Monday
6430,95,2025-05-12,2025-05-23,12,2025-03-13,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,3,Thursday
6431,135,2025-04-04,2025-04-09,6,2025-01-20,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Monday
6432,105,2024-11-11,2024-11-18,8,2024-09-07,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,9,Saturday
6433,73,2025-03-28,2025-04-08,12,2025-02-23,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,2,Sunday
6434,54,2024-09-04,2024-09-10,7,2024-07-29,Aceptada,,2024,7,Monday
6435,43,2025-05-18,2025-06-03,17,2025-03-04,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,3,Tuesday
6436,7,2024-05-24,2024-06-12,20,2024-05-15,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,5,Wednesday
6437,57,2024-11-23,2024-11-27,5,2024-09-03,Aceptada,,2024,9,Tuesday
6438,30,2024-10-28,2024-11-10,14,2024-09-12,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,9,Thursday
6439,9,2024-09-15,2024-09-21,7,2024-07-01,Aceptada,,2024,7,Monday
6440,93,2024-11-06,2024-11-22,17,2024-10-05,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,10,Saturday
6441,123,2025-03-30,2025-03-30,1,2025-02-08,Aceptada,,2025,2,Saturday
6442,78,2024-08-17,2024-08-27,11,2024-07-29,Aceptada,,2024,7,Monday
6443,7,2025-03-22,2025-04-02,12,2025-02-28,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,2,Friday
6444,8,2024-08-03,2024-08-21,19,2024-05-18,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,5,Saturday
6445,22,2024-12-25,2024-12-28,4,2024-10-10,Aceptada,,2024,10,Thursday
6446,84,2025-02-11,2025-02-13,3,2025-02-04,Aceptada,,2025,2,Tuesday
6447,140,2024-10-17,2024-10-22,6,2024-08-19,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2024,8,Monday
6448,109,2025-01-10,2025-01-28,19,2024-11-13,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2025,11,Wednesday
6449,69,2024-12-12,2024-12-22,11,2024-10-09,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,10,Wednesday
6450,63,2024-07-05,2024-07-12,8,2024-06-20,Aceptada,,2024,6,Thursday
6451,67,2024-12-18,2024-12-24,7,2024-10-19,Aceptada,,2024,10,Saturday
6452,19,2024-10-27,2024-10-27,1,2024-09-28,Aceptada,,2024,9,Saturday
6453,137,2024-07-19,2024-07-28,10,2024-06-21,Aceptada,,2024,6,Friday
6454,90,2024-08-28,2024-08-31,4,2024-06-05,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,6,Wednesday
6455,129,2024-05-16,2024-05-17,2,2024-04-27,Aceptada,,2024,4,Saturday
6456,150,2024-11-26,2024-12-13,18,2024-09-07,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,9,Saturday
6457,106,2025-02-28,2025-03-07,8,2025-01-12,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Sunday
6458,58,2024-08-28,2024-09-08,12,2024-07-22,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,7,Monday
6459,12,2025-02-21,2025-03-08,16,2025-02-02,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,2,Sunday
6460,60,2025-03-24,2025-04-09,17,2025-01-08,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Wednesday
6461,116,2024-11-03,2024-11-20,18,2024-09-03,Rechazada,Duración de vacaciones excede el límite permitido de 15 días.,2024,9,Tuesday
6462,57,2025-04-03,2025-04-21,19,2025-03-24,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2025,3,Monday
6463,89,2025-02-12,2025-02-15,4,2024-12-21,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2025,12,Saturday
6464,37,2025-05-21,2025-05-25,5,2025-04-11,Aceptada,,2025,4,Friday
6465,135,2025-05-05,2025-05-18,14,2025-02-22,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2025,2,Saturday
6466,14,2024-08-04,2024-08-10,7,2024-05-07,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,5,Tuesday
6467,14,2024-11-21,2024-12-04,14,2024-08-25,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,8,Sunday
6468,62,2024-07-08,2024-07-19,12,2024-06-24,Aceptada,,2024,6,Monday
6469,116,2024-11-10,2024-11-17,8,2024-08-15,Aceptada,,2024,8,Thursday
6470,142,2024-11-07,2024-11-10,4,2024-09-26,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2024,9,Thursday
6471,5,2025-03-28,2025-04-14,18,2025-01-09,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Thursday
6472,115,2025-04-07,2025-04-07,1,2025-02-21,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,2,Friday
6473,75,2025-03-06,2025-03-10,5,2025-01-16,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Thursday
6474,87,2025-05-02,2025-05-07,6,2025-02-13,Rechazada,Solicitud dentro del periodo de bloqueo de vacaciones.,2025,2,Thursday
6475,81,2025-03-02,2025-03-07,6,2025-02-24,Aceptada,,2025,2,Monday
6476,65,2025-01-14,2025-01-28,15,2024-10-18,Aceptada,,2025,10,Friday
6477,91,2025-02-03,2025-02-13,11,2025-01-05,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,1,Sunday
6478,7,2024-10-16,2024-10-30,15,2024-08-04,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,8,Sunday
6479,105,2024-12-01,2024-12-06,6,2024-10-09,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,10,Wednesday
6480,13,2025-03-11,2025-03-25,15,2025-01-26,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,1,Sunday
6481,53,2025-01-04,2025-01-10,7,2024-10-31,Aceptada,,2025,10,Thursday
6482,93,2024-07-19,2024-07-22,4,2024-06-11,Aceptada,,2024,6,Tuesday
6483,108,2024-10-20,2024-10-29,10,2024-08-12,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,8,Monday
6484,149,2025-02-12,2025-02-25,14,2024-12-22,Rechazada,Solicitud dentro del periodo de bloqueo de vacaciones.,2025,12,Sunday
6485,3,2025-01-13,2025-01-28,16,2024-11-24,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,11,Sunday
6486,72,2025-01-14,2025-01-21,8,2024-12-26,Aceptada,,2025,12,Thursday
6487,33,2024-07-11,2024-07-15,5,2024-06-29,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,6,Saturday
6488,44,2025-04-19,2025-04-24,6,2025-02-03,Aceptada,,2025,2,Monday
6489,85,2024-12-13,2024-12-29,17,2024-10-27,Rechazada,Se supera el número máximo de 2.0 empleados de vacaciones simultáneamente en el departamento.,2024,10,Sunday
6490,22,2024-07-02,2024-07-14,13,2024-05-01,Aceptada,,2024,5,Wednesday
6491,78,2024-06-23,2024-07-04,12,2024-05-29,Aceptada,,2024,5,Wednesday
6492,28,2025-05-01,2025-05-08,8,2025-02-17,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,2,Monday
6493,45,2025-02-21,2025-03-05,13,2024-12-27,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2025,12,Friday
6494,45,2024-07-12,2024-07-26,15,2024-05-02,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,5,Thursday
6495,62,2024-05-30,2024-06-09,11,2024-04-24,Aceptada,,2024,4,Wednesday
6496,144,2025-03-24,2025-04-09,17,2025-03-11,Rechazada,No se cumple la antigüedad mínima de 6.0 meses.,2025,3,Tuesday
6497,31,2024-05-28,2024-06-12,16,2024-05-02,Aceptada,,2024,5,Thursday
6498,130,2025-01-13,2025-01-19,7,2024-12-29,Aceptada,,2025,12,Sunday
6499,60,2024-05-04,2024-05-22,19,2024-04-27,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,4,Saturday
6500,40,2024-09-29,2024-10-13,15,2024-07-05,Aceptada,,2024,7,Friday
6501,128,2024-12-31,2025-01-16,17,2024-11-30,Aceptada,,2024,11,Saturday
6502,55,2025-01-25,2025-02-09,16,2024-11-23,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,11,Saturday
6503,72,2024-07-24,2024-07-27,4,2024-07-17,Aceptada,,2024,7,Wednesday
6504,144,2025-04-11,2025-04-21,11,2025-02-03,Rechazada,No se cumple la antigüedad mínima de 6.0 meses.,2025,2,Monday
6505,37,2024-08-14,2024-08-24,11,2024-06-09,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,6,Sunday
6506,12,2024-09-29,2024-10-12,14,2024-08-04,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,8,Sunday
6507,77,2025-02-07,2025-02-07,1,2025-01-30,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Thursday
6508,110,2024-11-25,2024-12-11,17,2024-10-09,Rechazada,Duración de vacaciones excede el límite permitido de 12 días.,2024,10,Wednesday
6509,74,2025-03-21,2025-04-07,18,2025-02-24,Aceptada,,2025,2,Monday
6510,63,2025-02-06,2025-02-08,3,2025-01-01,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Wednesday
6511,119,2024-08-13,2024-09-01,20,2024-07-25,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,7,Thursday
6512,59,2025-01-23,2025-02-09,18,2024-11-07,Aceptada,,2025,11,Thursday
6513,28,2025-06-12,2025-06-19,8,2025-03-15,Aceptada,,2025,3,Saturday
6514,43,2024-11-16,2024-11-29,14,2024-11-10,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,11,Sunday
6515,59,2024-08-28,2024-09-02,6,2024-07-28,Aceptada,,2024,7,Sunday
6516,44,2024-11-01,2024-11-08,8,2024-09-15,Aceptada,,2024,9,Sunday
6517,34,2024-07-30,2024-08-07,9,2024-07-04,Aceptada,,2024,7,Thursday
6518,21,2025-03-25,2025-03-25,1,2025-03-08,Aceptada,,2025,3,Saturday
6519,35,2024-12-27,2025-01-04,9,2024-10-28,Aceptada,,2024,10,Monday
6520,26,2025-03-29,2025-03-29,1,2025-02-04,Aceptada,,2025,2,Tuesday
6521,119,2025-04-30,2025-05-18,19,2025-03-05,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2025,3,Wednesday
6522,18,2025-06-13,2025-06-15,3,2025-03-15,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,3,Saturday
6523,33,2024-07-26,2024-08-12,18,2024-04-28,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,4,Sunday
6524,92,2025-01-21,2025-02-09,20,2025-01-05,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,1,Sunday
6525,65,2024-05-28,2024-06-08,12,2024-05-14,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,5,Tuesday
6526,47,2025-03-15,2025-03-24,10,2024-12-25,Aceptada,,2025,12,Wednesday
6527,125,2024-08-04,2024-08-12,9,2024-06-12,Rechazada,Se supera el número máximo de 3.0 empleados de vacaciones simultáneamente en el departamento.,2024,6,Wednesday
6528,86,2024-08-22,2024-09-01,11,2024-07-04,Rechazada,Duración de vacaciones excede el límite permitido de 10 días.,2024,7,Thursday
6529,108,2025-05-19,2025-05-27,9,2025-03-16,Rechazada,No se cumple la antigüedad mínima de 12.0 meses.,2025,3,Sunday
6530,124,2024-08-22,2024-08-25,4,2024-06-30,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,6,Sunday
6531,84,2025-05-04,2025-05-18,15,2025-03-18,Aceptada,,2025,3,Tuesday
6532,35,2025-06-05,2025-06-05,1,2025-03-30,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2025,3,Sunday
6533,110,2024-11-13,2024-11-25,13,2024-10-25,Rechazada,Se supera el número máximo de 1.0 empleados de vacaciones simultáneamente en el departamento.,2024,10,Friday
